,file,solver,penalty,num_categories,max_features,test_set,test_f1_macro,accuracy
0,silvics_edited_data.csv,liblinear,l2,10,1000,0.5,0.8571830757153972,0.9148648648648648
1,silvics_edited_data.csv,liblinear,l2,10,1000,0.25,0.8768449809817465,0.9324324324324325
2,silvics_edited_data.csv,liblinear,l2,10,1000,0.1,0.8991780495982178,0.9594594594594594
3,silvics_edited_data.csv,liblinear,l2,10,2000,0.5,0.8643649276313857,0.918918918918919
4,silvics_edited_data.csv,liblinear,l2,10,2000,0.25,0.8895445567682788,0.9378378378378378
5,silvics_edited_data.csv,liblinear,l2,10,2000,0.1,0.8991780495982178,0.9594594594594594
6,silvics_edited_data.csv,liblinear,l2,10,5000,0.5,0.8756402363880069,0.9243243243243243
7,silvics_edited_data.csv,liblinear,l2,10,5000,0.25,0.8876790253898139,0.9378378378378378
8,silvics_edited_data.csv,liblinear,l2,10,5000,0.1,0.8991780495982178,0.9594594594594594
9,silvics_edited_data.csv,lbfgs,l2,10,1000,0.5,0.8590345668387205,0.9135135135135135
10,silvics_edited_data.csv,lbfgs,l2,10,1000,0.25,0.8705032251815427,0.9243243243243243
11,silvics_edited_data.csv,lbfgs,l2,10,1000,0.1,0.8993160071045961,0.9594594594594594
12,silvics_edited_data.csv,lbfgs,l2,10,2000,0.5,0.8645141724154481,0.9202702702702703
13,silvics_edited_data.csv,lbfgs,l2,10,2000,0.25,0.8876367212485567,0.9351351351351351
14,silvics_edited_data.csv,lbfgs,l2,10,2000,0.1,0.9043796992481203,0.9594594594594594
15,silvics_edited_data.csv,lbfgs,l2,10,5000,0.5,0.8662909735784483,0.922972972972973
16,silvics_edited_data.csv,lbfgs,l2,10,5000,0.25,0.880914720728315,0.9324324324324325
17,silvics_edited_data.csv,lbfgs,l2,10,5000,0.1,0.8944917440660476,0.9527027027027027
18,silvics_edited_data.csv,liblinear,l2,19,1000,0.5,0.7626537458144474,0.8970013037809648
19,silvics_edited_data.csv,liblinear,l2,19,1000,0.25,0.7796500522140143,0.9010416666666666
20,silvics_edited_data.csv,liblinear,l2,19,1000,0.1,0.721202571937866,0.8896103896103896
21,silvics_edited_data.csv,liblinear,l2,19,2000,0.5,0.7755684791035341,0.9035202086049544
22,silvics_edited_data.csv,liblinear,l2,19,2000,0.25,0.7763262665112589,0.9010416666666666
23,silvics_edited_data.csv,liblinear,l2,19,2000,0.1,0.684392319381559,0.8701298701298701
24,silvics_edited_data.csv,liblinear,l2,19,5000,0.5,0.7676525415232835,0.8970013037809648
25,silvics_edited_data.csv,liblinear,l2,19,5000,0.25,0.7900550134735446,0.9140625
26,silvics_edited_data.csv,liblinear,l2,19,5000,0.1,0.703841460826755,0.8896103896103896
27,silvics_edited_data.csv,lbfgs,l2,19,1000,0.5,0.7813436366140619,0.8904823989569752
28,silvics_edited_data.csv,lbfgs,l2,19,1000,0.25,0.7928528484751962,0.8958333333333334
29,silvics_edited_data.csv,lbfgs,l2,19,1000,0.1,0.7618810655575361,0.8831168831168831
30,silvics_edited_data.csv,lbfgs,l2,19,2000,0.5,0.7871024011817062,0.8930899608865711
31,silvics_edited_data.csv,lbfgs,l2,19,2000,0.25,0.8038111415368454,0.90625
32,silvics_edited_data.csv,lbfgs,l2,19,2000,0.1,0.7709031331659416,0.8961038961038961
33,silvics_edited_data.csv,lbfgs,l2,19,5000,0.5,0.7842057357048273,0.8904823989569752
34,silvics_edited_data.csv,lbfgs,l2,19,5000,0.25,0.8205537516713212,0.9166666666666666
35,silvics_edited_data.csv,lbfgs,l2,19,5000,0.1,0.785023503536312,0.9090909090909091
36,wikipedia_edited_data.csv,liblinear,l2,10,1000,0.5,0.64752915765212,0.744973544973545
37,wikipedia_edited_data.csv,liblinear,l2,10,1000,0.25,0.6755650601982014,0.773784355179704
38,wikipedia_edited_data.csv,liblinear,l2,10,1000,0.1,0.6997701580327862,0.7883597883597884
39,wikipedia_edited_data.csv,liblinear,l2,10,2000,0.5,0.6576139841055332,0.7523809523809524
40,wikipedia_edited_data.csv,liblinear,l2,10,2000,0.25,0.6890419421615832,0.7801268498942917
41,wikipedia_edited_data.csv,liblinear,l2,10,2000,0.1,0.6885729377206457,0.798941798941799
42,wikipedia_edited_data.csv,liblinear,l2,10,5000,0.5,0.6600294541373586,0.7534391534391535
43,wikipedia_edited_data.csv,liblinear,l2,10,5000,0.25,0.7007447456188581,0.7843551797040169
44,wikipedia_edited_data.csv,liblinear,l2,10,5000,0.1,0.6839034325992338,0.7777777777777778
45,wikipedia_edited_data.csv,lbfgs,l2,10,1000,0.5,0.6418556292287426,0.7396825396825397
46,wikipedia_edited_data.csv,lbfgs,l2,10,1000,0.25,0.6627600263585884,0.7632135306553911
47,wikipedia_edited_data.csv,lbfgs,l2,10,1000,0.1,0.6517968038697147,0.7724867724867724
48,wikipedia_edited_data.csv,lbfgs,l2,10,2000,0.5,0.6667789412723655,0.7566137566137566
49,wikipedia_edited_data.csv,lbfgs,l2,10,2000,0.25,0.6824805731592126,0.7716701902748414
50,wikipedia_edited_data.csv,lbfgs,l2,10,2000,0.1,0.6754263060347391,0.7777777777777778
51,wikipedia_edited_data.csv,lbfgs,l2,10,5000,0.5,0.6565792179739052,0.7555555555555555
52,wikipedia_edited_data.csv,lbfgs,l2,10,5000,0.25,0.7034178443162945,0.7843551797040169
53,wikipedia_edited_data.csv,lbfgs,l2,10,5000,0.1,0.6672512166731388,0.7724867724867724
54,wikipedia_edited_data.csv,liblinear,l2,19,1000,0.5,0.5338062421499262,0.7137330754352031
55,wikipedia_edited_data.csv,liblinear,l2,19,1000,0.25,0.5755661764086395,0.7098646034816247
56,wikipedia_edited_data.csv,liblinear,l2,19,1000,0.1,0.6085258372362627,0.7391304347826086
57,wikipedia_edited_data.csv,liblinear,l2,19,2000,0.5,0.5282405610404441,0.7166344294003868
58,wikipedia_edited_data.csv,liblinear,l2,19,2000,0.25,0.5911086773465632,0.7137330754352031
59,wikipedia_edited_data.csv,liblinear,l2,19,2000,0.1,0.6250592952312785,0.748792270531401
60,wikipedia_edited_data.csv,liblinear,l2,19,5000,0.5,0.5515613275230009,0.7166344294003868
61,wikipedia_edited_data.csv,liblinear,l2,19,5000,0.25,0.5988483961142613,0.7195357833655706
62,wikipedia_edited_data.csv,liblinear,l2,19,5000,0.1,0.6277001274313103,0.748792270531401
63,wikipedia_edited_data.csv,lbfgs,l2,19,1000,0.5,0.5570056969023413,0.7156673114119922
64,wikipedia_edited_data.csv,lbfgs,l2,19,1000,0.25,0.5641236952255031,0.7117988394584139
65,wikipedia_edited_data.csv,lbfgs,l2,19,1000,0.1,0.5870723399047972,0.7391304347826086
66,wikipedia_edited_data.csv,lbfgs,l2,19,2000,0.5,0.542713142336169,0.7127659574468085
67,wikipedia_edited_data.csv,lbfgs,l2,19,2000,0.25,0.5591373427112031,0.7098646034816247
68,wikipedia_edited_data.csv,lbfgs,l2,19,2000,0.1,0.5754522622644065,0.7439613526570048
69,wikipedia_edited_data.csv,lbfgs,l2,19,5000,0.5,0.5155183474510863,0.7088974854932302
70,wikipedia_edited_data.csv,lbfgs,l2,19,5000,0.25,0.5609463118247827,0.7079303675048356
71,wikipedia_edited_data.csv,lbfgs,l2,19,5000,0.1,0.5875382837763138,0.7439613526570048
72,merged_edited_data.csv,liblinear,l2,10,1000,0.5,0.8892674031671225,0.8848708487084871
73,merged_edited_data.csv,liblinear,l2,10,1000,0.25,0.9003253406124321,0.9011799410029498
74,merged_edited_data.csv,liblinear,l2,10,1000,0.1,0.9182279329527907,0.9114391143911439
75,merged_edited_data.csv,liblinear,l2,10,2000,0.5,0.8962193921721455,0.8929889298892989
76,merged_edited_data.csv,liblinear,l2,10,2000,0.25,0.9088052278877268,0.9085545722713865
77,merged_edited_data.csv,liblinear,l2,10,2000,0.1,0.9151699044608659,0.9077490774907749
78,merged_edited_data.csv,liblinear,l2,10,5000,0.5,0.8989769056736906,0.8959409594095941
79,merged_edited_data.csv,liblinear,l2,10,5000,0.25,0.9089698642511104,0.9100294985250738
80,merged_edited_data.csv,liblinear,l2,10,5000,0.1,0.9235289530789433,0.915129151291513
81,merged_edited_data.csv,lbfgs,l2,10,1000,0.5,0.8811550188214016,0.8797047970479704
82,merged_edited_data.csv,lbfgs,l2,10,1000,0.25,0.8814664542826961,0.887905604719764
83,merged_edited_data.csv,lbfgs,l2,10,1000,0.1,0.8913153875079214,0.8819188191881919
84,merged_edited_data.csv,lbfgs,l2,10,2000,0.5,0.8868778309626361,0.888560885608856
85,merged_edited_data.csv,lbfgs,l2,10,2000,0.25,0.8874053813719334,0.8952802359882006
86,merged_edited_data.csv,lbfgs,l2,10,2000,0.1,0.9045542733196325,0.9003690036900369
87,merged_edited_data.csv,lbfgs,l2,10,5000,0.5,0.8864082491970017,0.888560885608856
88,merged_edited_data.csv,lbfgs,l2,10,5000,0.25,0.9013655903926805,0.9070796460176991
89,merged_edited_data.csv,lbfgs,l2,10,5000,0.1,0.9190283331588442,0.9114391143911439
90,merged_edited_data.csv,liblinear,l2,19,1000,0.5,0.6396192630359715,0.7455555555555555
91,merged_edited_data.csv,liblinear,l2,19,1000,0.25,0.6718793920901277,0.78
92,merged_edited_data.csv,liblinear,l2,19,1000,0.1,0.632958057494078,0.7416666666666667
93,merged_edited_data.csv,liblinear,l2,19,2000,0.5,0.657025344225544,0.7566666666666667
94,merged_edited_data.csv,liblinear,l2,19,2000,0.25,0.6839521930604721,0.7811111111111111
95,merged_edited_data.csv,liblinear,l2,19,2000,0.1,0.6442518724990081,0.7527777777777778
96,merged_edited_data.csv,liblinear,l2,19,5000,0.5,0.6533980969735466,0.7594444444444445
97,merged_edited_data.csv,liblinear,l2,19,5000,0.25,0.6824689534803311,0.7822222222222223
98,merged_edited_data.csv,liblinear,l2,19,5000,0.1,0.6374658570587117,0.75
99,merged_edited_data.csv,lbfgs,l2,19,1000,0.5,0.6379165659593465,0.7366666666666667
100,merged_edited_data.csv,lbfgs,l2,19,1000,0.25,0.6725469797550785,0.7755555555555556
101,merged_edited_data.csv,lbfgs,l2,19,1000,0.1,0.6264465704626234,0.7388888888888889
102,merged_edited_data.csv,lbfgs,l2,19,2000,0.5,0.6555299046029252,0.7527777777777778
103,merged_edited_data.csv,lbfgs,l2,19,2000,0.25,0.6898916096596487,0.7833333333333333
104,merged_edited_data.csv,lbfgs,l2,19,2000,0.1,0.6582823019921692,0.775
105,merged_edited_data.csv,lbfgs,l2,19,5000,0.5,0.648898750120577,0.7488888888888889
106,merged_edited_data.csv,lbfgs,l2,19,5000,0.25,0.6989629888495642,0.7822222222222223
107,merged_edited_data.csv,lbfgs,l2,19,5000,0.1,0.6567270243676215,0.7638888888888888
