,file,model,num_categories,max_features,test_set,test_f1_macro
0,silvics_edited_data.csv,GaussianNB,10,1000,0.5,0.4040118260199913
1,silvics_edited_data.csv,ComplementNB,10,1000,0.5,0.6962040109318085
2,silvics_edited_data.csv,MultinomialNB,10,1000,0.5,0.8247851781984515
3,silvics_edited_data.csv,GaussianNB,10,1000,0.25,0.46133186892257017
4,silvics_edited_data.csv,ComplementNB,10,1000,0.25,0.7275826452085197
5,silvics_edited_data.csv,MultinomialNB,10,1000,0.25,0.862297577523328
6,silvics_edited_data.csv,GaussianNB,10,1000,0.1,0.553101563350509
7,silvics_edited_data.csv,ComplementNB,10,1000,0.1,0.847026220779034
8,silvics_edited_data.csv,MultinomialNB,10,1000,0.1,0.8845880463622399
9,silvics_edited_data.csv,GaussianNB,10,2000,0.5,0.40604497748718577
10,silvics_edited_data.csv,ComplementNB,10,2000,0.5,0.7797480648715375
11,silvics_edited_data.csv,MultinomialNB,10,2000,0.5,0.8379494968742465
12,silvics_edited_data.csv,GaussianNB,10,2000,0.25,0.4048227700940261
13,silvics_edited_data.csv,ComplementNB,10,2000,0.25,0.8061557597087198
14,silvics_edited_data.csv,MultinomialNB,10,2000,0.25,0.861041470843416
15,silvics_edited_data.csv,GaussianNB,10,2000,0.1,0.3543222021667727
16,silvics_edited_data.csv,ComplementNB,10,2000,0.1,0.8389431825204738
17,silvics_edited_data.csv,MultinomialNB,10,2000,0.1,0.8692671907472667
18,silvics_edited_data.csv,GaussianNB,10,5000,0.5,0.4559172001356865
19,silvics_edited_data.csv,ComplementNB,10,5000,0.5,0.8000760341125647
20,silvics_edited_data.csv,MultinomialNB,10,5000,0.5,0.8482751605069069
21,silvics_edited_data.csv,GaussianNB,10,5000,0.25,0.4835439576439405
22,silvics_edited_data.csv,ComplementNB,10,5000,0.25,0.8427844852893888
23,silvics_edited_data.csv,MultinomialNB,10,5000,0.25,0.8760848491484772
24,silvics_edited_data.csv,GaussianNB,10,5000,0.1,0.4240288957688339
25,silvics_edited_data.csv,ComplementNB,10,5000,0.1,0.9023476212190303
26,silvics_edited_data.csv,MultinomialNB,10,5000,0.1,0.8736082760185845
27,silvics_edited_data.csv,GaussianNB,18,1000,0.5,0.3797417340544811
28,silvics_edited_data.csv,ComplementNB,18,1000,0.5,0.6034770426392494
29,silvics_edited_data.csv,MultinomialNB,18,1000,0.5,0.8179047248519451
30,silvics_edited_data.csv,GaussianNB,18,1000,0.25,0.38314263775243246
31,silvics_edited_data.csv,ComplementNB,18,1000,0.25,0.5996923935799775
32,silvics_edited_data.csv,MultinomialNB,18,1000,0.25,0.833406977617098
33,silvics_edited_data.csv,GaussianNB,18,1000,0.1,0.38286540293781274
34,silvics_edited_data.csv,ComplementNB,18,1000,0.1,0.5813046163121126
35,silvics_edited_data.csv,MultinomialNB,18,1000,0.1,0.7693826564920624
36,silvics_edited_data.csv,GaussianNB,18,2000,0.5,0.33466729246007604
37,silvics_edited_data.csv,ComplementNB,18,2000,0.5,0.614781321583547
38,silvics_edited_data.csv,MultinomialNB,18,2000,0.5,0.8319923594217508
39,silvics_edited_data.csv,GaussianNB,18,2000,0.25,0.3263198756955719
40,silvics_edited_data.csv,ComplementNB,18,2000,0.25,0.6416937631611545
41,silvics_edited_data.csv,MultinomialNB,18,2000,0.25,0.8330180020634378
42,silvics_edited_data.csv,GaussianNB,18,2000,0.1,0.28615783963449404
43,silvics_edited_data.csv,ComplementNB,18,2000,0.1,0.6233411709143915
44,silvics_edited_data.csv,MultinomialNB,18,2000,0.1,0.7708354951841168
45,silvics_edited_data.csv,GaussianNB,18,5000,0.5,0.3779926664087232
46,silvics_edited_data.csv,ComplementNB,18,5000,0.5,0.6293873994149806
47,silvics_edited_data.csv,MultinomialNB,18,5000,0.5,0.8052710267715651
48,silvics_edited_data.csv,GaussianNB,18,5000,0.25,0.39951484615887556
49,silvics_edited_data.csv,ComplementNB,18,5000,0.25,0.6599580891985805
50,silvics_edited_data.csv,MultinomialNB,18,5000,0.25,0.8453866000699827
51,silvics_edited_data.csv,GaussianNB,18,5000,0.1,0.3594584508450156
52,silvics_edited_data.csv,ComplementNB,18,5000,0.1,0.6568942778385976
53,silvics_edited_data.csv,MultinomialNB,18,5000,0.1,0.8140028246948248
54,wikipedia_edited_data.csv,GaussianNB,10,1000,0.5,0.36710099457499246
55,wikipedia_edited_data.csv,ComplementNB,10,1000,0.5,0.6037016528730317
56,wikipedia_edited_data.csv,MultinomialNB,10,1000,0.5,0.6849311105612628
57,wikipedia_edited_data.csv,GaussianNB,10,1000,0.25,0.3870497786598187
58,wikipedia_edited_data.csv,ComplementNB,10,1000,0.25,0.6419406293851868
59,wikipedia_edited_data.csv,MultinomialNB,10,1000,0.25,0.6890621926635668
60,wikipedia_edited_data.csv,GaussianNB,10,1000,0.1,0.37774293145744176
61,wikipedia_edited_data.csv,ComplementNB,10,1000,0.1,0.597378304065937
62,wikipedia_edited_data.csv,MultinomialNB,10,1000,0.1,0.7467404563399986
63,wikipedia_edited_data.csv,GaussianNB,10,2000,0.5,0.37603247334142686
64,wikipedia_edited_data.csv,ComplementNB,10,2000,0.5,0.5915879617933306
65,wikipedia_edited_data.csv,MultinomialNB,10,2000,0.5,0.6755246029606778
66,wikipedia_edited_data.csv,GaussianNB,10,2000,0.25,0.3841596211677535
67,wikipedia_edited_data.csv,ComplementNB,10,2000,0.25,0.6374541911492659
68,wikipedia_edited_data.csv,MultinomialNB,10,2000,0.25,0.7097582627137525
69,wikipedia_edited_data.csv,GaussianNB,10,2000,0.1,0.4287076360096128
70,wikipedia_edited_data.csv,ComplementNB,10,2000,0.1,0.6222090969090951
71,wikipedia_edited_data.csv,MultinomialNB,10,2000,0.1,0.7077762837144281
72,wikipedia_edited_data.csv,GaussianNB,10,5000,0.5,0.3829115977225252
73,wikipedia_edited_data.csv,ComplementNB,10,5000,0.5,0.5907529066043252
74,wikipedia_edited_data.csv,MultinomialNB,10,5000,0.5,0.647282063564486
75,wikipedia_edited_data.csv,GaussianNB,10,5000,0.25,0.4119595538876687
76,wikipedia_edited_data.csv,ComplementNB,10,5000,0.25,0.646455881394486
77,wikipedia_edited_data.csv,MultinomialNB,10,5000,0.25,0.7061567558587505
78,wikipedia_edited_data.csv,GaussianNB,10,5000,0.1,0.4297595385965597
79,wikipedia_edited_data.csv,ComplementNB,10,5000,0.1,0.6531099247774776
80,wikipedia_edited_data.csv,MultinomialNB,10,5000,0.1,0.6611583939253843
81,wikipedia_edited_data.csv,GaussianNB,18,1000,0.5,0.2667566918112688
82,wikipedia_edited_data.csv,ComplementNB,18,1000,0.5,0.439427192319202
83,wikipedia_edited_data.csv,MultinomialNB,18,1000,0.5,0.5931952911277842
84,wikipedia_edited_data.csv,GaussianNB,18,1000,0.25,0.2683430628892849
85,wikipedia_edited_data.csv,ComplementNB,18,1000,0.25,0.4498254977425454
86,wikipedia_edited_data.csv,MultinomialNB,18,1000,0.25,0.6292848270494436
87,wikipedia_edited_data.csv,GaussianNB,18,1000,0.1,0.27207562786584755
88,wikipedia_edited_data.csv,ComplementNB,18,1000,0.1,0.49883239323678247
89,wikipedia_edited_data.csv,MultinomialNB,18,1000,0.1,0.5437824283732212
90,wikipedia_edited_data.csv,GaussianNB,18,2000,0.5,0.34366413227413034
91,wikipedia_edited_data.csv,ComplementNB,18,2000,0.5,0.47270802294842085
92,wikipedia_edited_data.csv,MultinomialNB,18,2000,0.5,0.6290233329303008
93,wikipedia_edited_data.csv,GaussianNB,18,2000,0.25,0.3099641900714014
94,wikipedia_edited_data.csv,ComplementNB,18,2000,0.25,0.48313712982405527
95,wikipedia_edited_data.csv,MultinomialNB,18,2000,0.25,0.6338980203255417
96,wikipedia_edited_data.csv,GaussianNB,18,2000,0.1,0.3872228091156903
97,wikipedia_edited_data.csv,ComplementNB,18,2000,0.1,0.42952504863026075
98,wikipedia_edited_data.csv,MultinomialNB,18,2000,0.1,0.5830440650886678
99,wikipedia_edited_data.csv,GaussianNB,18,5000,0.5,0.3273085046968501
100,wikipedia_edited_data.csv,ComplementNB,18,5000,0.5,0.5268241668392581
101,wikipedia_edited_data.csv,MultinomialNB,18,5000,0.5,0.5415326551803497
102,wikipedia_edited_data.csv,GaussianNB,18,5000,0.25,0.3033536060277048
103,wikipedia_edited_data.csv,ComplementNB,18,5000,0.25,0.47326493660734564
104,wikipedia_edited_data.csv,MultinomialNB,18,5000,0.25,0.6349684346250455
105,wikipedia_edited_data.csv,GaussianNB,18,5000,0.1,0.3291460424118576
106,wikipedia_edited_data.csv,ComplementNB,18,5000,0.1,0.43018894631404986
107,wikipedia_edited_data.csv,MultinomialNB,18,5000,0.1,0.5529941050082842
108,merged_edited_data.csv,GaussianNB,10,1000,0.5,0.5177946880740273
109,merged_edited_data.csv,ComplementNB,10,1000,0.5,0.776687347910811
110,merged_edited_data.csv,MultinomialNB,10,1000,0.5,0.8880886440551669
111,merged_edited_data.csv,GaussianNB,10,1000,0.25,0.5288355428592022
112,merged_edited_data.csv,ComplementNB,10,1000,0.25,0.7671879450204587
113,merged_edited_data.csv,MultinomialNB,10,1000,0.25,0.8952550238711824
114,merged_edited_data.csv,GaussianNB,10,1000,0.1,0.5395620531819031
115,merged_edited_data.csv,ComplementNB,10,1000,0.1,0.740437647192849
116,merged_edited_data.csv,MultinomialNB,10,1000,0.1,0.8915056150411422
117,merged_edited_data.csv,GaussianNB,10,2000,0.5,0.5027412367678072
118,merged_edited_data.csv,ComplementNB,10,2000,0.5,0.783822828982361
119,merged_edited_data.csv,MultinomialNB,10,2000,0.5,0.8936769252708354
120,merged_edited_data.csv,GaussianNB,10,2000,0.25,0.5078590996181406
121,merged_edited_data.csv,ComplementNB,10,2000,0.25,0.7822035857998992
122,merged_edited_data.csv,MultinomialNB,10,2000,0.25,0.9036197849097352
123,merged_edited_data.csv,GaussianNB,10,2000,0.1,0.5177819171623205
124,merged_edited_data.csv,ComplementNB,10,2000,0.1,0.7425000172004242
125,merged_edited_data.csv,MultinomialNB,10,2000,0.1,0.9066122122182609
126,merged_edited_data.csv,GaussianNB,10,5000,0.5,0.5791131012438131
127,merged_edited_data.csv,ComplementNB,10,5000,0.5,0.800056825353375
128,merged_edited_data.csv,MultinomialNB,10,5000,0.5,0.8974273942827766
129,merged_edited_data.csv,GaussianNB,10,5000,0.25,0.5686540393074369
130,merged_edited_data.csv,ComplementNB,10,5000,0.25,0.8066597301917525
131,merged_edited_data.csv,MultinomialNB,10,5000,0.25,0.8996675874407382
132,merged_edited_data.csv,GaussianNB,10,5000,0.1,0.5662636079768955
133,merged_edited_data.csv,ComplementNB,10,5000,0.1,0.7735481053128112
134,merged_edited_data.csv,MultinomialNB,10,5000,0.1,0.9190567417344424
135,merged_edited_data.csv,GaussianNB,18,1000,0.5,0.3314904966571499
136,merged_edited_data.csv,ComplementNB,18,1000,0.5,0.4666639683694187
137,merged_edited_data.csv,MultinomialNB,18,1000,0.5,0.6881609408122166
138,merged_edited_data.csv,GaussianNB,18,1000,0.25,0.33721917537400553
139,merged_edited_data.csv,ComplementNB,18,1000,0.25,0.4686602026656894
140,merged_edited_data.csv,MultinomialNB,18,1000,0.25,0.7234795748316971
141,merged_edited_data.csv,GaussianNB,18,1000,0.1,0.3440870410871453
142,merged_edited_data.csv,ComplementNB,18,1000,0.1,0.5239716500248945
143,merged_edited_data.csv,MultinomialNB,18,1000,0.1,0.7615092374112068
144,merged_edited_data.csv,GaussianNB,18,2000,0.5,0.3201520524468417
145,merged_edited_data.csv,ComplementNB,18,2000,0.5,0.525013184690636
146,merged_edited_data.csv,MultinomialNB,18,2000,0.5,0.7109799127750659
147,merged_edited_data.csv,GaussianNB,18,2000,0.25,0.3329029138088536
148,merged_edited_data.csv,ComplementNB,18,2000,0.25,0.5351375603606244
149,merged_edited_data.csv,MultinomialNB,18,2000,0.25,0.7345654084679272
150,merged_edited_data.csv,GaussianNB,18,2000,0.1,0.36676344616348977
151,merged_edited_data.csv,ComplementNB,18,2000,0.1,0.5934120524472387
152,merged_edited_data.csv,MultinomialNB,18,2000,0.1,0.7310488174834945
153,merged_edited_data.csv,GaussianNB,18,5000,0.5,0.35185508445245356
154,merged_edited_data.csv,ComplementNB,18,5000,0.5,0.5366401704243113
155,merged_edited_data.csv,MultinomialNB,18,5000,0.5,0.6885618519277004
156,merged_edited_data.csv,GaussianNB,18,5000,0.25,0.3549455548743825
157,merged_edited_data.csv,ComplementNB,18,5000,0.25,0.5357882270653231
158,merged_edited_data.csv,MultinomialNB,18,5000,0.25,0.7146380703820675
159,merged_edited_data.csv,GaussianNB,18,5000,0.1,0.41207513939033613
160,merged_edited_data.csv,ComplementNB,18,5000,0.1,0.5753745448333752
161,merged_edited_data.csv,MultinomialNB,18,5000,0.1,0.7222060450568817
